compPercent,weight,heightInches,numberOfPlaysAsClosestDefender,ageYears,avg_speed,avg_accel,max_speed,max_accel,ACC,Big12,BigTen,other_conf,Pac12,SEC,isPowerFive,Cornerbacks,Linebackers,Safeties,performanceBin,performanceBin01,performanceBin123
0.546875,203,75,64,22.6,7.112707143,4.180939523,20.966375,19.92317,0,1,0,0,0,0,1,1,0,0,1,0,1
0.548387097,195,71,95,28.7369863,6.53779534,3.919152931,21.6823,21.784575,0,0,0,0,0,1,1,1,0,0,1,0,1
0.552941176,195,71,85,30.40821918,7.046284306,4.088738871,22.17322,18.4095,0,0,1,0,0,0,1,1,0,0,1,0,1
0.553191489,178,68,49,25.97534247,5.737494597,3.918697938,19.80044,16.752645,0,0,0,1,0,0,0,1,0,0,2,0,1
0.553571429,182,72,56,27.11780822,6.648474484,3.978529265,21.743665,23.15506,0,0,0,1,0,0,0,1,0,0,2,0,1
0.56,196,71,50,25.35890411,6.056733942,3.744440985,20.70046,27.143785,0,0,0,0,1,0,1,1,0,0,2,0,1
0.56,257,76,50,25.13424658,6.080724842,3.858058241,19.002695,22.45959,0,0,0,0,0,1,1,0,1,0,2,0,1
0.5625,206,72,48,30.39726027,6.12339123,3.545305291,19.92317,18.61405,0,0,0,1,0,0,0,0,0,1,2,0,1
0.563218391,185,71,88,33.73424658,5.80762246,3.751909355,21.02774,19.698165,0,0,0,0,0,1,1,1,0,0,2,0,1
0.565656566,203,73,106,22.41369863,6.675486655,4.087288611,21.15047,19.10497,0,0,1,0,0,0,1,1,0,0,2,0,1
0.567164179,207,73,72,21.1369863,6.565830869,3.861658631,21.84594,18.61405,0,0,0,0,0,1,1,0,0,1,2,0,1
0.569230769,199,70,66,28.55890411,6.327712092,3.849574679,19.452705,18.24586,0,1,0,0,0,0,1,1,0,0,2,0,2
0.574712644,202,72,87,22.62465753,7.167874872,4.268233987,20.843645,18.36859,0,0,0,0,1,0,1,1,0,0,2,0,2
0.575342466,215,71,73,30.39178082,5.779038095,3.674803402,19.55498,20.08681,0,0,0,0,1,0,1,0,0,1,2,0,2
0.576271186,192,73,60,27.33424658,6.957873925,4.332556691,20.70046,22.00958,0,0,0,1,0,0,0,1,0,0,2,0,2
0.576271186,206,73,62,21.01643836,7.289017286,4.092734533,21.211835,16.875375,0,0,0,0,0,1,1,1,0,0,2,0,2
0.577777778,190,72,91,27.32876712,6.563944875,4.025705847,19.88226,24.9551,0,0,0,0,1,0,1,1,0,0,2,0,2
0.58,190,72,51,22.5260274,7.39445951,4.248524391,20.90501,21.47775,0,0,1,0,0,0,1,1,0,0,2,0,2
0.581395349,204,72,91,28.59178082,6.519721711,4.030940507,20.08681,22.86869,0,0,1,0,0,0,1,1,0,0,2,0,2
0.582089552,184,69,67,23.83287671,6.30520556,4.303440508,20.311815,22.561865,0,0,0,1,0,0,0,1,0,0,2,0,2
0.583333333,185,70,85,29.74794521,6.160348284,3.852062747,21.84594,20.393635,0,0,0,0,0,1,1,1,0,0,2,0,2
0.583333333,190,69,75,26.71232877,7.03391701,4.112410434,21.130015,21.661845,0,0,0,1,0,0,0,1,0,0,2,0,2
0.583333333,197,72,74,24.99452055,6.310146184,3.660313043,21.19138,17.22311,0,0,0,0,1,0,1,1,0,0,2,0,2
0.587301587,218,73,65,27.55616438,6.855775425,3.880627063,21.2732,16.179905,1,0,0,0,0,0,1,1,0,0,2,0,2
0.588235294,196,70,88,20.90684932,6.616415029,4.047209678,20.53682,21.211835,1,0,0,0,0,0,1,1,0,0,2,0,2
0.592105263,204,72,80,23.74794521,6.441954008,3.979395452,20.49591,17.775395,0,0,0,0,1,0,1,1,0,0,2,0,2
0.593023256,190,70,89,29.19452055,6.493035313,3.763108717,21.23229,18.920875,0,0,0,1,0,0,0,1,0,0,2,0,2
0.597222222,200,72,73,30.06849315,6.784421439,4.126932337,21.35502,18.716325,0,0,0,1,0,0,0,1,0,0,2,0,2
0.6,201,71,60,33.45479452,5.973958116,3.643582801,20.57773,18.69587,0,0,0,1,0,0,0,0,0,1,2,0,2
0.6,185,71,101,22.30410959,6.593686499,3.96243998,21.76412,21.02774,0,0,0,1,0,0,0,1,0,0,2,0,2
0.602272727,204,72,92,27.44931507,6.076412827,3.963451549,24.116445,49.9102,0,0,0,1,0,0,0,1,0,0,2,0,2
0.602941176,190,71,73,27.68493151,6.724860171,4.134897912,21.31411,21.170925,0,0,0,1,0,0,0,1,0,0,2,0,2
0.603448276,196,74,62,23.00273973,6.677832393,4.334655557,20.761825,19.616345,0,0,0,1,0,0,0,1,0,0,2,0,2
0.611111111,200,70,55,29.08493151,6.572712653,3.80181397,19.18679,20.82319,1,0,0,0,0,0,1,0,0,1,2,0,2
0.611940299,198,72,70,22.46849315,6.915828303,4.189701119,21.825485,22.41868,0,0,0,1,0,0,0,1,0,0,3,0,2
0.612244898,215,74,49,26.95068493,6.337401865,3.761811494,19.289065,27.389245,0,0,0,0,1,0,1,0,0,1,3,0,2
0.615384615,193,71,65,24.01369863,5.94014239,3.785294544,22.17322,30.743865,1,0,0,0,0,0,1,1,0,0,3,0,2
0.618181818,226,72,55,22.8630137,6.220173973,4.275293407,21.825485,43.875975,0,0,0,0,1,0,1,0,1,0,3,0,2
0.62,195,70,50,30.40821918,6.14404995,3.688722789,22.05049,20.393635,0,0,1,0,0,0,1,0,0,1,3,0,2
0.620253165,190,71,81,27.85479452,6.87831474,4.073405227,21.43684,19.125425,0,0,0,1,0,0,0,1,0,0,3,0,2
0.620689655,210,74,60,29.45479452,6.856110264,3.998006853,21.170925,44.898725,0,0,0,0,1,0,1,1,0,0,3,0,2
0.621212121,191,72,67,26.39726027,6.513526339,3.861952286,19.698165,24.25963,0,0,0,1,0,0,0,1,0,0,3,0,2
0.62295082,195,71,61,26.91232877,6.740640394,4.181798373,19.92317,17.652665,0,0,1,0,0,0,1,1,0,0,3,0,2
0.62962963,230,75,81,21.13150685,6.069788228,4.21978229,19.329975,21.47775,0,0,0,1,0,0,0,0,1,0,3,0,2
0.631578947,213,74,59,28.01917808,6.223855611,3.754563261,20.70046,16.56855,0,0,0,1,0,0,0,1,0,0,3,0,2
0.631578947,210,72,57,26.65753425,6.516337856,3.842263302,21.375475,18.98224,0,0,0,0,0,1,1,0,0,1,3,0,2
0.632352941,211,71,71,25.94794521,6.351268241,3.797265301,18.020855,19.861805,0,1,0,0,0,0,1,0,0,1,3,0,2
0.632653061,185,70,50,34.47945205,6.328841095,3.850750975,20.98683,21.702755,0,0,0,1,0,0,0,1,0,0,3,0,2
0.633802817,194,71,74,25.68767123,6.46912026,3.782223772,20.37318,19.55498,0,0,1,0,0,0,1,1,0,0,3,0,2
0.634615385,212,73,52,26.65479452,6.686475306,3.907728584,21.51866,18.184495,0,0,0,1,0,0,0,0,0,1,3,1,2
0.6375,192,72,83,21.63287671,6.853918543,4.24605617,21.048195,18.716325,0,0,1,0,0,0,1,1,0,0,3,1,2
0.638888889,215,74,73,21.42739726,6.025630467,3.793982407,18.90042,22.29595,1,0,0,0,0,0,1,0,0,1,3,1,2
0.639344262,190,69,61,25.65479452,6.351423848,4.157903354,20.41409,20.41409,0,0,0,1,0,0,0,0,0,1,3,1,2
0.642857143,209,72,58,22.05205479,6.117907369,3.911851343,20.12772,18.102675,1,0,0,0,0,0,1,0,0,1,3,1,2
0.643564356,190,69,101,22.37534247,6.578622258,4.315493563,21.211835,20.352725,0,0,0,1,0,0,0,1,0,0,3,1,2
0.644736842,185,69,78,28.70410959,6.811592548,4.214270156,20.761825,19.26861,0,0,0,1,0,0,0,1,0,0,3,1,2
0.646153846,192,70,67,24.15342466,5.930604212,4.039593497,20.70046,31.25524,1,0,0,0,0,0,1,1,0,0,3,1,2
0.647619048,198,71,108,22.89863014,6.634000925,4.022276719,21.048195,20.12772,1,0,0,0,0,0,1,1,0,0,3,1,2
0.647887324,190,70,73,24.29863014,6.460463833,4.136724539,20.598185,17.75494,0,0,0,0,0,1,1,1,0,0,3,1,2
0.65060241,190,71,84,24.78356164,6.558956882,4.131083354,20.925465,18.49132,0,0,0,0,0,1,1,1,0,0,3,1,2
0.652173913,180,70,73,22.16438356,6.351572838,3.710925622,21.866395,17.857215,0,0,0,1,0,0,0,1,0,0,3,1,2
0.653061224,244,73,49,22.34520548,5.961611056,4.074750253,19.84135,18.77769,0,0,0,0,1,0,1,0,1,0,3,1,2
0.653333333,195,69,76,29.74794521,6.076348326,3.817568122,20.434545,18.8186,0,0,0,0,0,1,1,1,0,0,3,1,2
0.654545455,197,69,57,24.95890411,5.961957629,3.492854929,21.293655,18.061765,0,1,0,0,0,0,1,0,0,1,3,1,2
0.654545455,218,72,57,23.99178082,6.028814707,3.848088694,20.557275,19.39134,0,0,0,0,0,1,1,0,0,1,3,1,2
0.65625,209,74,64,22.35890411,6.343568403,3.754162922,19.02315,16.85492,0,1,0,0,0,0,1,1,0,0,3,1,2
0.66,233,73,50,28.03287671,6.000278115,4.162846725,19.002695,27.49152,1,0,0,0,0,0,1,0,1,0,4,1,2
0.660377358,195,72,54,26.34794521,6.628944208,4.091832036,21.089105,18.73678,0,0,0,1,0,0,0,1,0,0,4,1,2
0.661971831,239,72,71,27.79452055,5.816490366,3.912552687,18.28677,20.33227,0,0,0,0,0,1,1,0,1,0,4,1,2
0.662162162,242,72,74,27.53424658,5.921992478,3.871210098,20.08681,20.229995,0,0,0,1,0,0,0,0,1,0,4,1,2
0.666666667,186,70,76,29.18630137,6.83668465,4.062027195,21.416385,21.80503,0,0,0,1,0,0,0,1,0,0,4,1,2
0.666666667,181,72,53,21.63013699,6.316513211,4.067940749,20.311815,22.193675,0,0,0,0,1,0,1,1,0,0,4,1,2
0.666666667,192,71,49,21.44657534,6.596043229,4.448467098,20.025445,20.94592,0,0,0,1,0,0,0,1,0,0,4,1,2
0.671428571,250,74,70,25.55342466,5.8361712,4.071381953,18.307225,18.879965,0,0,0,0,0,1,1,0,1,0,4,1,2
0.672727273,230,73,56,25.64383562,6.070180182,4.07652642,18.716325,17.734485,0,0,0,1,0,0,0,0,1,0,4,1,2
0.675324675,196,72,80,24.60273973,5.957495724,3.913508705,21.15047,19.14588,1,0,0,0,0,0,1,1,0,0,4,1,2
0.677419355,196,72,62,21.76164384,6.402286405,3.958914909,20.311815,21.661845,0,0,1,0,0,0,1,1,0,0,4,1,2
0.677966102,232,73,59,23.22191781,5.559032218,3.792848131,19.14588,24.05508,0,0,1,0,0,0,1,0,1,0,4,1,2
0.68115942,204,72,69,30.05479452,5.681088773,3.806447313,20.08681,26.857415,0,0,1,0,0,0,1,0,0,1,4,1,2
0.681818182,192,71,69,24.3890411,6.560621106,3.990727613,20.516365,25.057375,0,0,0,1,0,0,0,1,0,0,4,1,2
0.683333333,250,75,60,26.28767123,6.122950542,4.003514036,19.51407,17.243565,0,0,0,0,0,1,1,0,1,0,4,1,2
0.683333333,196,71,60,24.0630137,6.279644173,3.817136653,22.070945,16.875375,0,0,1,0,0,0,1,1,0,0,4,1,2
0.684210526,245,73,57,34.61369863,6.03051066,4.292931665,19.59589,21.130015,0,0,0,0,1,0,1,0,1,0,4,1,2
0.6875,241,73,64,27.76986301,6.086339067,3.834880055,19.88226,22.234585,0,0,0,1,0,0,0,0,1,0,4,1,2
0.688311688,238,75,78,23.09863014,6.033044351,4.013176438,19.47316,18.020855,0,0,0,0,0,1,1,0,1,0,4,1,2
0.692307692,237,74,52,23.99452055,6.113416665,4.257165401,18.675415,20.025445,0,0,0,0,1,0,1,0,1,0,4,1,2
0.698113208,205,71,54,23.07123288,6.027972858,3.794032444,20.680005,15.729895,0,0,1,0,0,0,1,0,0,1,4,1,2
0.7,190,71,50,27.53424658,6.271896311,3.992104634,19.06406,20.94592,0,0,0,1,0,0,0,1,0,0,4,1,2
0.701492537,246,73,67,25.83287671,5.98106348,3.989499303,18.879965,21.130015,0,0,0,0,0,1,1,0,1,0,4,1,2
0.705128205,239,75,79,27.40273973,6.733501624,4.342247318,21.02774,25.85512,0,0,0,0,1,0,1,0,1,0,4,1,3
0.705882353,245,73,51,23.14246575,6.175650139,4.180622707,21.23229,21.457295,0,0,0,0,0,1,1,0,1,0,4,1,3
0.709090909,236,73,55,25.53150685,5.77755,3.899577784,19.370885,21.06865,0,1,0,0,0,0,1,0,1,0,4,1,3
0.710144928,215,73,70,27.14794521,6.116660121,3.905026298,19.43225,17.693575,0,1,0,0,0,0,1,0,0,1,4,1,3
0.7125,228,75,81,24.1369863,6.063146658,4.163610753,19.289065,21.089105,0,0,0,0,1,0,1,0,1,0,4,1,3
0.712643678,201,70,87,23.06575342,5.988527485,3.829904077,20.41409,17.079925,0,0,1,0,0,0,1,1,0,0,4,1,3
0.714285714,250,77,91,19.68219178,6.248670848,4.243407679,18.920875,18.12313,1,0,0,0,0,0,1,0,1,0,4,1,3
0.72,211,70,75,25.21643836,6.241798297,3.995927543,20.925465,21.96867,0,0,0,0,0,1,1,1,0,0,4,1,3
0.724137931,193,69,58,24.96164384,6.220757191,4.1101497,22.74596,48.580625,0,0,1,0,0,0,1,1,0,0,5,1,3
0.727272727,238,75,77,26.72054795,5.952210676,3.909512485,19.51407,17.95949,1,0,0,0,0,0,1,0,1,0,5,1,3
0.729166667,260,75,49,27.82739726,5.500523229,3.920152054,17.693575,21.007285,0,0,0,0,0,1,1,0,1,0,5,1,3
0.733333333,235,73,60,23.29315068,6.03926348,4.34348264,19.02315,21.416385,0,0,0,1,0,0,0,0,1,0,5,1,3
0.742857143,205,71,71,26.24657534,6.421314441,3.944771144,21.170925,17.34584,0,0,1,0,0,0,1,1,0,0,5,1,3
0.745098039,250,72,51,22.70136986,6.47777031,4.696987407,19.18679,23.339155,0,0,0,1,0,0,0,0,1,0,5,1,3
0.745762712,225,74,59,21.03287671,6.219538754,4.016907108,21.989125,24.075535,0,0,1,0,0,0,1,0,1,0,5,1,3
0.746031746,232,72,63,25.85753425,6.345063182,4.29723925,19.698165,19.943625,0,0,0,0,1,0,1,0,1,0,5,1,3
0.746987952,230,72,84,20.74794521,6.310402624,4.278599507,20.8641,19.43225,0,0,0,0,0,1,1,0,1,0,5,1,3
0.75,235,73,52,28.37534247,5.809772481,3.922884478,18.69587,20.29136,0,0,0,0,0,1,1,0,1,0,5,1,3
0.754716981,188,69,53,26.2109589,6.537560684,4.345503601,20.352725,19.96408,0,0,0,1,0,0,0,1,0,0,5,1,3
0.758064516,221,71,62,23.88493151,6.265332312,4.168720659,19.92317,17.34584,0,0,0,1,0,0,0,0,1,0,5,1,3
0.76056338,235,74,71,24.38356164,6.285287701,4.163781349,18.307225,16.629915,0,0,0,1,0,0,0,0,1,0,5,1,3
0.77027027,250,75,74,26.7890411,5.617322487,4.056841961,19.779985,19.92317,0,0,0,1,0,0,0,0,1,0,5,1,3
0.777777778,215,75,81,26.74520548,5.948730001,4.036905477,20.107265,18.675415,1,0,0,0,0,0,1,0,1,0,5,1,3
0.78,230,73,51,22.41643836,6.164843706,4.325569029,18.961785,23.175515,0,0,1,0,0,0,1,0,1,0,5,1,3
0.78125,245,74,65,22.56712329,6.017936866,3.941782645,19.902715,21.130015,1,0,0,0,0,0,1,0,1,0,5,1,3
0.788461538,202,74,52,24.13424658,6.265104837,3.89622165,19.657255,21.089105,1,0,0,0,0,0,1,0,0,1,5,1,3
0.793650794,250,73,63,28.85753425,5.614167737,3.614244432,18.143585,16.65037,0,0,0,0,1,0,1,0,1,0,5,1,3
0.795918367,183,69,51,26.49315068,5.989005354,3.921266033,19.698165,16.957195,1,0,0,0,0,0,1,1,0,0,5,1,3
0.8,241,74,75,28.34520548,5.787539695,3.831119287,20.08681,15.75035,1,0,0,0,0,0,1,0,1,0,5,1,3
0.803571429,230,74,113,22.44931507,6.36108409,4.176014543,19.370885,15.607165,0,0,0,1,0,0,0,0,1,0,5,1,3
0.804123711,248,74,97,28.99178082,5.861394941,3.997193902,19.80044,21.84594,0,0,0,1,0,0,0,0,1,0,5,1,3
0.808510638,256,76,94,21.91232877,6.186489288,4.098713257,20.08681,18.24586,0,0,0,1,0,0,0,0,1,0,5,1,3
0.810344828,255,75,58,28.21917808,5.85218201,4.110094213,23.19597,28.575635,0,0,0,1,0,0,0,0,1,0,5,1,3
0.814814815,233,73,81,27.95890411,5.708874778,3.924342596,17.95949,23.07324,0,0,1,0,0,0,1,0,1,0,5,1,3
0.818181818,232,75,55,24.52054795,6.414015618,4.211924582,18.798145,23.830075,0,0,1,0,0,0,1,0,1,0,5,1,3
0.827160494,195,70,84,21.99178082,6.450244412,4.283690181,20.475455,18.102675,0,0,0,0,1,0,1,0,0,1,5,1,3
0.829787234,235,72,48,25.57808219,5.899497603,3.905503353,18.634505,24.17781,0,0,1,0,0,0,1,0,1,0,5,1,3
0.839285714,230,72,56,23.71506849,6.594625046,4.313979987,19.248155,18.04131,0,0,0,0,1,0,1,0,1,0,5,1,3
0.875,258,76,48,27.46849315,5.537008716,3.995030508,18.20495,23.011875,0,0,1,0,0,0,1,0,1,0,5,1,3
