nflId,compPercent,height,weight,birthDate,collegeName,position,displayName,heightInches,numberOfPlaysAsClosestDefender,ageYears,avg_speed,avg_accel,max_speed,max_accel,ACC,Big12,BigTen,other_conf,Pac12,SEC,isPowerFive,Cornerbacks,Linebackers,Safeties,perfomanceBin
2550842,0.52,71,210,3/28/1992,Texas,SS,Adrian Phillips,71,50,25.78082192,6.1393123,4.212440854,19.411795,20.557275,0,1,0,0,0,0,1,0,0,1,Above Average
2532848,0.520833333,73,212,8/7/1990,Wyoming,FS,Tashaun Gipson,73,48,27.42191781,5.987392463,3.698015159,19.698165,15.279885,0,0,0,1,0,0,0,0,0,1,Above Average
2539943,0.520833333,70,205,9/1/1991,South Carolina,FS,D.J. Swearinger,70,48,26.35342466,6.016332102,3.729917302,19.47316,18.36859,0,0,0,0,0,1,1,0,0,1,Above Average
2555175,0.525773196,73,212,8/4/1993,Samford,CB,James Bradberry,73,99,24.42739726,6.27922275,3.904919144,21.06865,18.69587,0,0,0,1,0,0,0,1,0,0,Above Average
2541200,0.532258065,74,194,10/2/1989,Northern Illinois,CB,Rashaan Melvin,74,63,28.26849315,6.881312157,4.131463772,21.252745,21.211835,0,0,0,1,0,0,0,1,0,0,Above Average
2552568,0.536231884,72,205,9/26/1992,Connecticut,CB,Byron Jones,72,72,25.28219178,7.028967546,4.291915055,20.98683,19.51407,0,0,0,1,0,0,0,1,0,0,Above Average
2532946,0.537037037,71,187,11/15/1988,Clemson,CB,Coty Sensabaugh,71,56,29.14794521,6.354778222,3.87283854,20.33227,19.452705,1,0,0,0,0,0,1,1,0,0,Above Average
2560728,0.546875,75,203,6/2/1995,Oklahoma State,CB,Tre Flowers,75,64,22.6,7.112707143,4.180939523,20.966375,19.92317,0,1,0,0,0,0,1,1,0,0,Above Average
496733,0.548387097,71,195,4/14/1989,Florida,CB,Joe Haden,71,95,28.7369863,6.53779534,3.919152931,21.6823,21.784575,0,0,0,0,0,1,1,1,0,0,Above Average
89756,0.552941176,71,195,8/13/1987,Rutgers,CB,Jason McCourty,71,85,30.40821918,7.046284306,4.088738871,22.17322,18.4095,0,0,1,0,0,0,1,1,0,0,Above Average
2540197,0.553191489,68,178,1/17/1992,Southern California,CB,Nickell Robey-Coleman,68,49,25.97534247,5.737494597,3.918697938,19.80044,16.752645,0,0,0,1,0,0,0,1,0,0,Above Average
2553353,0.553571429,72,182,11/26/1990,Marshall,CB,Darryl Roberts,72,56,27.11780822,6.648474484,3.978529265,21.743665,23.15506,0,0,0,1,0,0,0,1,0,0,Above Average
2552389,0.56,71,196,8/29/1992,Arizona State,CB,Damarious Randall,71,50,25.35890411,6.056733942,3.744440985,20.70046,27.143785,0,0,0,0,1,0,1,1,0,0,Above Average
2552490,0.56,76,257,11/19/1992,Mississippi State,ILB,Benardrick McKinney,76,50,25.13424658,6.080724842,3.858058241,19.002695,22.45959,0,0,0,0,0,1,1,0,1,0,Above Average
2530794,0.5625,Jun-00,206,8/17/1987,Newberry,FS,Ron Parker,72,48,30.39726027,6.12339123,3.545305291,19.92317,18.61405,0,0,0,1,0,0,0,0,0,1,Above Average
2495872,0.563218391,71,185,4/16/1984,South Carolina,CB,Johnathan Joseph,71,88,33.73424658,5.80762246,3.751909355,21.02774,19.698165,0,0,0,0,0,1,1,1,0,0,Above Average
2555277,0.565656566,73,203,8/9/1995,Ohio State,CB,Eli Apple,73,106,22.41369863,6.675486655,4.087288611,21.15047,19.10497,0,0,1,0,0,0,1,1,0,0,Above Average
2560725,0.567164179,73,207,11/17/1996,Alabama,S,Minkah Fitzpatrick,73,72,21.1369863,6.565830869,3.861658631,21.84594,18.61405,0,0,0,0,0,1,1,0,0,1,Above Average
2530510,0.569230769,70,199,6/18/1989,Kansas,CB,Chris Harris,70,66,28.55890411,6.327712092,3.849574679,19.452705,18.24586,0,1,0,0,0,0,1,1,0,0,Above Average
2557840,0.574712644,72,202,5/24/1995,Colorado,CB,Chidobe Awuzie,72,87,22.62465753,7.167874872,4.268233987,20.843645,18.36859,0,0,0,0,1,0,1,1,0,0,Above Average
71251,0.575342466,71,215,8/19/1987,Oregon,SS,Patrick Chung,71,73,30.39178082,5.779038095,3.674803402,19.55498,20.08681,0,0,0,0,1,0,1,0,0,1,Above Average
2543811,0.576271186,73,192,9/8/1990,Lindenwood,CB,Pierre Desir,73,60,27.33424658,6.957873925,4.332556691,20.70046,22.00958,0,0,0,1,0,0,0,1,0,0,Above Average
2561039,0.576271186,73,206,12/31/1996,Auburn,CB,Carlton Davis,73,62,21.01643836,7.289017286,4.092734533,21.211835,16.875375,0,0,0,0,0,1,1,1,0,0,Above Average
2539334,0.577777778,72,190,9/10/1990,Washington,CB,Desmond Trufant,72,91,27.32876712,6.563944875,4.025705847,19.88226,24.9551,0,0,0,0,1,0,1,1,0,0,Above Average
2558062,0.58,72,190,6/29/1995,Ohio State,CB,Gareon Conley,72,51,22.5260274,7.39445951,4.248524391,20.90501,21.47775,0,0,1,0,0,0,1,1,0,0,Above Average
2495108,0.581395349,72,204,6/6/1989,Nebraska,CB,Prince Amukamara,72,91,28.59178082,6.519721711,4.030940507,20.08681,22.86869,0,0,1,0,0,0,1,1,0,0,Above Average
2556559,0.582089552,69,184,3/9/1994,Mississippi,CB,Mike Hilton,69,67,23.83287671,6.30520556,4.303440508,20.311815,22.561865,0,0,0,1,0,0,0,1,0,0,Average
496735,0.583333333,70,185,4/10/1988,Alabama,CB,Kareem Jackson,70,85,29.74794521,6.160348284,3.852062747,21.84594,20.393635,0,0,0,0,0,1,1,1,0,0,Average
2543872,0.583333333,69,190,4/23/1991,Utah State,CB,Nevin Lawson,69,75,26.71232877,7.03391701,4.112410434,21.130015,21.661845,0,0,0,1,0,0,0,1,0,0,Average
2552488,0.583333333,72,197,1/9/1993,Washington,CB,Marcus Peters,72,74,24.99452055,6.310146184,3.660313043,21.19138,17.22311,0,0,0,0,1,0,1,1,0,0,Average
2540155,0.587301587,73,218,6/19/1990,Florida State,CB,Xavier Rhodes,73,65,27.55616438,6.855775425,3.880627063,21.2732,16.179905,1,0,0,0,0,0,1,1,0,0,Average
2560952,0.588235294,70,196,2/9/1997,Louisville,CB,Jaire Alexander,70,88,20.90684932,6.616415029,4.047209678,20.53682,21.211835,1,0,0,0,0,0,1,1,0,0,Average
2558136,0.592105263,72,204,4/9/1994,UCLA,CB,Fabian Moreau,72,80,23.74794521,6.441954008,3.979395452,20.49591,17.775395,0,0,0,0,1,0,1,1,0,0,Average
2532875,0.593023256,70,190,10/29/1988,North Alabama,CB,Janoris Jenkins,70,89,29.19452055,6.493035313,3.763108717,21.23229,18.920875,0,0,0,1,0,0,0,1,0,0,Average
2532920,0.597222222,72,200,12/15/1987,Coastal Carolina,CB,Josh Norman,72,73,30.06849315,6.784421439,4.126932337,21.35502,18.716325,0,0,0,1,0,0,0,1,0,0,Average
2495807,0.6,71,201,7/27/1984,Howard,FS,Antoine Bethea,71,60,33.45479452,5.973958116,3.643582801,20.57773,18.69587,0,0,0,1,0,0,0,0,0,1,Average
2558065,0.6,71,185,9/18/1995,Southern California,CB,Adoree' Jackson,71,101,22.30410959,6.593686499,3.96243998,21.76412,21.02774,0,0,0,1,0,0,0,1,0,0,Average
2550164,0.602272727,72,204,7/28/1990,Ohio,CB,T.J. Carrie,72,92,27.44931507,6.076412827,3.963451549,24.116445,49.9102,0,0,0,1,0,0,0,1,0,0,Average
2539338,0.602941176,71,190,5/3/1990,William & Mary,CB,B.W. Webb,71,73,27.68493151,6.724860171,4.134897912,21.31411,21.170925,0,0,0,1,0,0,0,1,0,0,Average
2559164,0.603448276,74,196,1/6/1995,Brigham Young,CB,Michael Davis,74,62,23.00273973,6.677832393,4.334655557,20.761825,19.616345,0,0,0,1,0,0,0,1,0,0,Average
2495153,0.611111111,10-May,200,12/8/1988,Clemson,FS,Marcus Gilchrist,70,55,29.08493151,6.572712653,3.80181397,19.18679,20.82319,1,0,0,0,0,0,1,0,0,1,Average
2558259,0.611940299,72,198,7/20/1995,Central Florida,CB,Shaquill Griffin,72,70,22.46849315,6.915828303,4.189701119,21.825485,22.41868,0,0,0,1,0,0,0,1,0,0,Average
2539309,0.612244898,2-Jun,215,1/26/1991,USC,SS,T.J. McDonald,74,49,26.95068493,6.337401865,3.761811494,19.289065,27.389245,0,0,0,0,1,0,1,0,0,1,Average
2552689,0.615384615,71,193,1/2/1994,Florida State,CB,Ronald Darby,71,65,24.01369863,5.94014239,3.785294544,22.17322,30.743865,1,0,0,0,0,0,1,1,0,0,Average
2558005,0.618181818,72,226,2/26/1995,UCLA,ILB,Jayon Brown,72,55,22.8630137,6.220173973,4.275293407,21.825485,43.875975,0,0,0,0,1,0,1,0,1,0,Average
494287,0.62,70,195,8/13/1987,Rutgers,FS,Devin McCourty,70,50,30.40821918,6.14404995,3.688722789,22.05049,20.393635,0,0,1,0,0,0,1,0,0,1,Average
2550613,0.620253165,71,190,3/2/1990,West Alabama,CB,Malcolm Butler,71,81,27.85479452,6.87831474,4.073405227,21.43684,19.125425,0,0,0,1,0,0,0,1,0,0,Average
2508107,0.620689655,74,210,7/26/1988,Colorado,CB,Jimmy Smith,74,60,29.45479452,6.856110264,3.998006853,21.170925,44.898725,0,0,0,0,1,0,1,1,0,0,Average
2541162,0.621212121,72,191,8/16/1991,Central Florida,CB,A.J. Bouye,72,67,26.39726027,6.513526339,3.861952286,19.698165,24.25963,0,0,0,1,0,0,0,1,0,0,Average
2540162,0.62295082,71,195,2/9/1991,Rutgers,CB,Logan Ryan,71,61,26.91232877,6.740640394,4.181798373,19.92317,17.652665,0,0,1,0,0,0,1,1,0,0,Average
2560917,0.62962963,75,230,11/19/1996,Brigham Young,LB,Fred Warner,75,81,21.13150685,6.069788228,4.21978229,19.329975,21.47775,0,0,0,1,0,0,0,0,1,0,Average
2532877,0.631578947,74,213,1/1/1990,Montana,CB,Trumaine Johnson,74,59,28.01917808,6.223855611,3.754563261,20.70046,16.56855,0,0,0,1,0,0,0,1,0,0,Average
2539233,0.631578947,72,210,5/13/1991,Georgia,SS,Shawn Williams,72,57,26.65753425,6.516337856,3.842263302,21.375475,18.98224,0,0,0,0,0,1,1,0,0,1,Average
2540164,0.632352941,71,211,1/27/1992,Oklahoma,SS,Tony Jefferson,71,71,25.94794521,6.351268241,3.797265301,18.020855,19.861805,0,1,0,0,0,0,1,0,0,1,Average
2506861,0.632653061,10-May,185,7/19/1983,Shippensburg,CB,Brent Grimes,70,50,34.47945205,6.328841095,3.850750975,20.98683,21.702755,0,0,0,1,0,0,0,1,0,0,Average
2543505,0.633802817,71,194,5/1/1992,Ohio State,CB,Bradley Roby,71,74,25.68767123,6.46912026,3.782223772,20.37318,19.55498,0,0,1,0,0,0,1,1,0,0,Average
2541832,0.634615385,73,212,5/14/1991,Saginaw Valley State,SS,Jeff Heath,73,52,26.65479452,6.686475306,3.907728584,21.51866,18.184495,0,0,0,1,0,0,0,0,0,1,Average
2558061,0.6375,72,192,5/20/1996,Ohio State,CB,Marshon Lattimore,72,83,21.63287671,6.853918543,4.24605617,21.048195,18.716325,0,0,1,0,0,0,1,1,0,0,Average
2560760,0.638888889,74,215,8/3/1996,Florida State,SS,Derwin James,74,73,21.42739726,6.025630467,3.793982407,18.90042,22.29595,1,0,0,0,0,0,1,0,0,1,Average
2540180,0.639344262,69,190,5/13/1992,Louisiana State,FS,Tyrann Mathieu,69,61,25.65479452,6.351423848,4.157903354,20.41409,20.41409,0,0,0,1,0,0,0,0,0,1,Average
2558183,0.642857143,72,209,12/19/1995,Boston College,SS,John Johnson,72,58,22.05205479,6.117907369,3.911851343,20.12772,18.102675,1,0,0,0,0,0,1,0,0,1,Average
2558976,0.643564356,69,190,8/23/1995,Valdosta State,CB,Kenny Moore II,69,101,22.37534247,6.578622258,4.315493563,21.211835,20.352725,0,0,0,1,0,0,0,1,0,0,Average
2495343,0.644736842,69,185,4/26/1989,Chattanooga,CB,Buster Skrine,69,78,28.70410959,6.811592548,4.214270156,20.761825,19.26861,0,0,0,1,0,0,0,1,0,0,Average
2555177,0.646153846,70,192,11/12/1993,Clemson,CB,Mackensie Alexander,70,67,24.15342466,5.930604212,4.039593497,20.70046,31.25524,1,0,0,0,0,0,1,1,0,0,Average
2555349,0.647619048,71,198,2/13/1995,Virginia Tech,CB,Kendall Fuller,71,108,22.89863014,6.634000925,4.022276719,21.048195,20.12772,1,0,0,0,0,0,1,1,0,0,Average
2556571,0.647887324,70,190,9/20/1993,Auburn,CB,Jonathan Jones,70,73,24.29863014,6.460463833,4.136724539,20.598185,17.75494,0,0,0,0,0,1,1,1,0,0,Average
2553637,0.65060241,71,190,3/27/1993,Tennessee,CB,Justin Coleman,71,84,24.78356164,6.558956882,4.131083354,20.925465,18.49132,0,0,0,0,0,1,1,1,0,0,Average
2560753,0.652173913,70,180,11/8/1995,Louisiana State,CB,Donte Jackson,70,73,22.16438356,6.351572838,3.710925622,21.866395,17.857215,0,0,0,1,0,0,0,1,0,0,Average
2555329,0.653061224,73,244,9/3/1995,UCLA,OLB,Myles Jack,73,49,22.34520548,5.961611056,4.074750253,19.84135,18.77769,0,0,0,0,1,0,1,0,1,0,Average
80668,0.653333333,9-May,195,4/10/1988,South Carolina,CB,Captain Munnerlyn,69,76,29.74794521,6.076348326,3.817568122,20.434545,18.8186,0,0,0,0,0,1,1,1,0,0,Average
2552262,0.654545455,69,197,1/22/1993,Texas,SS,Quandre Diggs,69,57,24.95890411,5.961957629,3.492854929,21.293655,18.061765,0,1,0,0,0,0,1,0,0,1,Average
2552454,0.654545455,72,218,1/10/1994,Alabama,SS,Landon Collins,72,57,23.99178082,6.028814707,3.848088694,20.557275,19.39134,0,0,0,0,0,1,1,0,0,1,Average
2558168,0.65625,74,209,8/29/1995,West Virginia,CB,Rasul Douglas,74,64,22.35890411,6.343568403,3.754162922,19.02315,16.85492,0,1,0,0,0,0,1,1,0,0,Average
2540221,0.66,73,233,12/27/1989,Florida State,ILB,Vince Williams,73,50,28.03287671,6.000278115,4.162846725,19.002695,27.49152,1,0,0,0,0,0,1,0,1,0,Average
2543855,0.660377358,Jun-00,195,9/3/1991,San Jose State,CB,Bene' Benwikere,72,54,26.34794521,6.628944208,4.091832036,21.089105,18.73678,0,0,0,1,0,0,0,1,0,0,Average
2532961,0.661971831,72,239,3/24/1990,Kentucky,ILB,Danny Trevathan,72,71,27.79452055,5.816490366,3.912552687,18.28677,20.33227,0,0,0,0,0,1,1,0,1,0,Average
2532966,0.662162162,72,242,6/27/1990,Utah State,MLB,Bobby Wagner,72,74,27.53424658,5.921992478,3.871210098,20.08681,20.229995,0,0,0,1,0,0,0,0,1,0,Average
2539653,0.666666667,70,186,11/1/1988,Southeastern Louisiana,CB,Robert Alford,70,76,29.18630137,6.83668465,4.062027195,21.416385,21.80503,0,0,0,1,0,0,0,1,0,0,Average
2557958,0.666666667,72,181,5/21/1996,Washington,CB,Sidney Jones,72,53,21.63013699,6.316513211,4.067940749,20.311815,22.193675,0,0,0,0,1,0,1,1,0,0,Average
2560766,0.666666667,71,192,7/27/1996,Weber State,CB,Taron Johnson,71,49,21.44657534,6.596043229,4.448467098,20.025445,20.94592,0,0,0,1,0,0,0,1,0,0,Average
2543464,0.671428571,74,250,6/19/1992,Alabama,ILB,C.J. Mosley,74,70,25.55342466,5.8361712,4.071381953,18.307225,18.879965,0,0,0,0,0,1,1,0,1,0,Average
2550930,0.672727273,73,230,5/17/1992,Sacramento State,ILB,Todd Davis,73,56,25.64383562,6.070180182,4.07652642,18.716325,17.734485,0,0,0,1,0,0,0,0,1,0,Average
2552484,0.675324675,72,196,6/1/1993,Florida State,CB,P.J. Williams,72,80,24.60273973,5.957495724,3.913508705,21.15047,19.14588,1,0,0,0,0,0,1,1,0,0,Average
2560755,0.677419355,72,196,4/3/1996,Iowa,CB,Josh Jackson,72,62,21.76164384,6.402286405,3.958914909,20.311815,21.661845,0,0,1,0,0,0,1,1,0,0,Average
2555322,0.677966102,73,232,10/18/1994,Ohio State,ILB,Darron Lee,73,59,23.22191781,5.559032218,3.792848131,19.14588,24.05508,0,0,1,0,0,0,1,0,1,0,Average
79848,0.68115942,72,204,12/20/1987,Ohio State,SS,Malcolm Jenkins,72,69,30.05479452,5.681088773,3.806447313,20.08681,26.857415,0,0,1,0,0,0,1,0,0,1,Average
2552434,0.681818182,71,192,8/18/1993,Memphis,CB,Bobby McCain,71,69,24.3890411,6.560621106,3.990727613,20.516365,25.057375,0,0,0,1,0,0,0,1,0,0,Average
2540143,0.683333333,75,250,9/25/1991,Georgia,LB,Alec Ogletree,75,60,26.28767123,6.122950542,4.003514036,19.51407,17.243565,0,0,0,0,0,1,1,0,1,0,Average
2555531,0.683333333,71,196,12/15/1993,Purdue,CB,Anthony Brown,71,60,24.0630137,6.279644173,3.817136653,22.070945,16.875375,0,0,1,0,0,0,1,1,0,0,Average
2506268,0.684210526,73,245,5/31/1983,California,OLB,Lorenzo Alexander,73,57,34.61369863,6.03051066,4.292931665,19.59589,21.130015,0,0,0,0,1,0,1,0,1,0,Below Average
2532986,0.6875,73,241,4/2/1990,Temple,OLB,Tahir Whitehead,73,64,27.76986301,6.086339067,3.834880055,19.88226,22.234585,0,0,0,1,0,0,0,0,1,0,Below Average
2558094,0.688311688,75,238,12/2/1994,Vanderbilt,ILB,Zach Cunningham,75,78,23.09863014,6.033044351,4.013176438,19.47316,18.020855,0,0,0,0,0,1,1,0,1,0,Below Average
2555161,0.692307692,74,237,1/9/1994,Stanford,ILB,Blake Martinez,74,52,23.99452055,6.113416665,4.257165401,18.675415,20.025445,0,0,0,0,1,0,1,0,1,0,Below Average
2555530,0.698113208,71,205,12/12/1994,Ohio State,FS,Vonn Bell,71,54,23.07123288,6.027972858,3.794032444,20.680005,15.729895,0,0,1,0,0,0,1,0,0,1,Below Average
2539237,0.7,71,190,6/27/1990,Houston,CB,D.J. Hayden,71,50,27.53424658,6.271896311,3.992104634,19.06406,20.94592,0,0,0,1,0,0,0,1,0,0,Below Average
2543597,0.701492537,73,246,3/9/1992,Kentucky,ILB,Avery Williamson,73,67,25.83287671,5.98106348,3.989499303,18.879965,21.130015,0,0,0,0,0,1,1,0,1,0,Below Average
2539935,0.705128205,75,239,8/14/1990,Oregon,OLB,Kiko Alonso,75,79,27.40273973,6.733501624,4.342247318,21.02774,25.85512,0,0,0,0,1,0,1,0,1,0,Below Average
2557855,0.705882353,73,245,11/16/1994,Florida,MLB,Jarrad Davis,73,51,23.14246575,6.175650139,4.180622707,21.23229,21.457295,0,0,0,0,0,1,1,0,1,0,Below Average
2552315,0.709090909,73,236,6/27/1992,Texas,MLB,Jordan Hicks,73,55,25.53150685,5.77755,3.899577784,19.370885,21.06865,0,1,0,0,0,0,1,0,1,0,Below Average
2539243,0.710144928,73,215,11/15/1990,Kansas,SS,Bradley McDougald,73,70,27.14794521,6.116660121,3.905026298,19.43225,17.693575,0,1,0,0,0,0,1,0,0,1,Below Average
2556593,0.7125,75,228,11/18/1993,Washington,ILB,Cory Littleton,75,81,24.1369863,6.063146658,4.163610753,19.289065,21.089105,0,0,0,0,1,0,1,0,1,0,Below Average
2557927,0.712643678,70,201,12/14/1994,Iowa,CB,Desmond King,70,87,23.06575342,5.988527485,3.829904077,20.41409,17.079925,0,0,1,0,0,0,1,1,0,0,Below Average
2560713,0.714285714,77,250,5/2/1998,Virginia Tech,LB,Tremaine Edmunds,77,91,19.68219178,6.248670848,4.243407679,18.920875,18.12313,1,0,0,0,0,0,1,0,1,0,Below Average
2556445,0.72,70,211,10/20/1992,Florida,CB,Brian Poole,70,75,25.21643836,6.241798297,3.995927543,20.925465,21.96867,0,0,0,0,0,1,1,1,0,0,Below Average
2556475,0.724137931,69,193,1/21/1993,Minnesota,CB,Briean Boddy-Calhoun,69,58,24.96164384,6.220757191,4.1101497,22.74596,48.580625,0,0,1,0,0,0,1,1,0,0,Below Average
2533056,0.727272727,3-Jun,238,4/20/1991,Boston College,MLB,Luke Kuechly,75,77,26.72054795,5.952210676,3.909512485,19.51407,17.95949,1,0,0,0,0,0,1,0,1,0,Below Average
2533057,0.729166667,75,260,3/12/1990,Alabama,MLB,Dont'a Hightower,75,49,27.82739726,5.500523229,3.920152054,17.693575,21.007285,0,0,0,0,0,1,1,0,1,0,Below Average
2557887,0.733333333,73,235,9/22/1994,Temple,ILB,Haason Reddick,73,60,23.29315068,6.03926348,4.34348264,19.02315,21.416385,0,0,0,1,0,0,0,0,1,0,Below Average
2543474,0.742857143,71,205,10/10/1991,Michigan State,CB,Darqueze Dennard,71,71,26.24657534,6.421314441,3.944771144,21.170925,17.34584,0,0,1,0,0,0,1,1,0,0,Below Average
2560964,0.745098039,72,250,4/26/1995,Memphis,LB,Genard Avery,72,51,22.70136986,6.47777031,4.696987407,19.18679,23.339155,0,0,0,1,0,0,0,0,1,0,Below Average
2560966,0.745762712,74,225,12/25/1996,Ohio State,LB,Jerome Baker,74,59,21.03287671,6.219538754,4.016907108,21.989125,24.075535,0,0,1,0,0,0,1,0,1,0,Below Average
2552312,0.746031746,72,232,2/29/1992,UCLA,MLB,Eric Kendricks,72,63,25.85753425,6.345063182,4.29723925,19.698165,19.943625,0,0,0,0,1,0,1,0,1,0,Below Average
2560877,0.746987952,72,230,4/8/1997,Georgia,LB,Roquan Smith,72,84,20.74794521,6.310402624,4.278599507,20.8641,19.43225,0,0,0,0,0,1,1,0,1,0,Below Average
2530491,0.75,73,235,8/24/1989,Auburn,ILB,Josh Bynes,73,52,28.37534247,5.809772481,3.922884478,18.69587,20.29136,0,0,0,0,0,1,1,0,1,0,Below Average
2553500,0.754716981,69,188,10/23/1991,Rice,CB,Bryce Callahan,69,53,26.2109589,6.537560684,4.345503601,20.352725,19.96408,0,0,0,1,0,0,0,1,0,0,Below Average
2556148,0.758064516,71,221,2/18/1994,Akron,OLB,Jatavis Brown,71,62,23.88493151,6.265332312,4.168720659,19.92317,17.34584,0,0,0,1,0,0,0,0,1,0,Below Average
2555528,0.76056338,74,235,8/20/1993,Utah State,OLB,Nick Vigil,74,71,24.38356164,6.285287701,4.163781349,18.307225,16.629915,0,0,0,1,0,0,0,0,1,0,Below Average
2543699,0.77027027,75,250,3/26/1991,Brigham Young,OLB,Kyle Van Noy,75,74,26.7890411,5.617322487,4.056841961,19.779985,19.92317,0,0,0,1,0,0,0,0,1,0,Below Average
2543711,0.777777778,3-Jun,215,4/11/1991,Florida State,OLB,Telvin Smith,75,81,26.74520548,5.948730001,4.036905477,20.107265,18.675415,1,0,0,0,0,0,1,0,1,0,Below Average
2558851,0.78,73,230,8/8/1995,Northwestern,ILB,Anthony Walker,73,51,22.41643836,6.164843706,4.325569029,18.961785,23.175515,0,0,1,0,0,0,1,0,1,0,Below Average
2555310,0.78125,74,245,6/14/1995,Notre Dame,MLB,Jaylon Smith,74,65,22.56712329,6.017936866,3.941782645,19.902715,21.130015,1,0,0,0,0,0,1,0,1,0,Terrible
2555550,0.788461538,74,202,11/19/1993,Boston College,SS,Justin Simmons,74,52,24.13424658,6.265104837,3.89622165,19.657255,21.089105,1,0,0,0,0,0,1,0,0,1,Terrible
2495281,0.793650794,1-Jun,250,3/1/1989,Washington,ILB,Mason Foster,73,63,28.85753425,5.614167737,3.614244432,18.143585,16.65037,0,0,0,0,1,0,1,0,1,0,Terrible
2550654,0.795918367,69,183,7/12/1991,Pittsburgh,CB,K'Waun Williams,69,51,26.49315068,5.989005354,3.921266033,19.698165,16.957195,1,0,0,0,0,0,1,1,0,0,Terrible
